is_squeezed,energy_level,momentum,prev_momentum,squeeze_on,fired,Signal,Close,timestamp,ticker,name,has_houyi,has_whale,composite_score
True,1,-0.22166633605957034,-0.15833314259847003,True,False,賣出 (動能轉弱),24.329999923706055,2026-04-17 00:00:00,688218.SS,江苏北人,False,False,0
False,0,0.08166666825612386,0.046666622161865234,False,True,強烈買入 (爆發),3.7100000381469727,2026-04-17 00:00:00,002081.SZ,金 螳 螂,False,False,3
True,0,0.09500010808308919,0.010000228881835938,True,False,買入 (動能增強),10.229999542236328,2026-04-17 00:00:00,002242.SZ,九阳股份,False,False,2
True,0,0.019999821980794266,0.10499986012776692,True,False,觀望 (動能減弱),9.470000267028809,2026-04-17 00:00:00,002300.SZ,太阳电缆,True,False,1
False,0,0.6216665903727213,0.6633334159851073,False,True,強烈買入 (爆發),15.739999771118164,2026-04-17 00:00:00,002324.SZ,普利特,False,False,3
True,0,0.2500003178914388,0.32833369572957355,True,False,觀望 (動能減弱),8.15999984741211,2026-04-17 00:00:00,002331.SZ,皖通科技,False,False,0
True,0,0.2000000476837158,0.27000006039937335,True,False,觀望 (動能減弱),7.420000076293945,2026-04-17 00:00:00,002492.SZ,恒基达鑫,False,False,0
True,0,-0.3366664250691731,-0.14166641235351562,True,False,賣出 (動能轉弱),16.65999984741211,2026-04-17 00:00:00,003006.SZ,百亚股份,False,False,0
False,0,0.7116670608520508,0.8333336512247721,False,True,強烈買入 (爆發),21.3700008392334,2026-04-17 00:00:00,300518.SZ,新迅达,False,False,3
False,0,0.9083334604899088,0.7016668319702148,False,True,強烈買入 (爆發),22.200000762939453,2026-04-17 00:00:00,300540.SZ,蜀道装备,False,False,3
True,0,0.3066666920979817,0.31666676203409827,True,False,觀望 (動能減弱),8.65999984741211,2026-04-17 00:00:00,300692.SZ,中赋科技,False,False,0
True,0,0.9966665903727213,0.9116665522257485,True,False,買入 (動能增強),28.829999923706055,2026-04-17 00:00:00,301077.SZ,星华新材,False,False,2
True,0,-0.14833307266235352,0.07833353678385413,True,False,賣出 (動能轉弱),15.170000076293945,2026-04-17 00:00:00,301081.SZ,严牌股份,False,False,0
True,0,1.3933334350585938,0.8266666730244954,True,False,買入 (動能增強),15.84000015258789,2026-04-17 00:00:00,600590.SS,泰豪科技,False,False,2
True,0,-0.0033330917358398576,-0.024999777475992854,True,False,觀察 (跌勢收斂),12.819999694824219,2026-04-17 00:00:00,603108.SS,润达医疗,False,False,1
False,0,0.5600001017252604,0.35666688283284503,False,True,強烈買入 (爆發),17.420000076293945,2026-04-17 00:00:00,603178.SS,圣龙股份,False,False,3
True,0,0.5533329645792644,0.6166661580403645,True,False,觀望 (動能減弱),25.950000762939453,2026-04-17 00:00:00,603057.SS,紫燕食品,False,False,0
True,0,-0.49333445231119777,-0.8416684468587237,True,False,觀察 (跌勢收斂),121.22000122070312,2026-04-17 00:00:00,603268.SS,松发股份,False,False,1
True,0,-0.43000022570292157,-0.441666841506958,True,False,觀察 (跌勢收斂),7.699999809265137,2026-04-17 00:00:00,603318.SS,水发燃气,False,False,1
True,0,0.19333330790201822,0.3049999872843424,True,False,觀望 (動能減弱),13.199999809265137,2026-04-17 00:00:00,603332.SS,苏州龙杰,True,False,1
True,0,1.601666768391927,1.6766668955485025,True,False,觀望 (動能減弱),51.20000076293945,2026-04-17 00:00:00,603699.SS,纽威股份,False,False,0
True,0,3.3283322652180987,1.859998067220052,True,False,買入 (動能增強),85.23999786376953,2026-04-17 00:00:00,688480.SS,赛恩斯,True,False,3
