is_squeezed,energy_level,momentum,prev_momentum,squeeze_on,fired,Signal,Close,timestamp,ticker,name,has_houyi,has_whale,composite_score
True,1,-0.02499997615814209,-0.059999982515970864,True,False,觀察 (跌勢收斂),3.109999895095825,2026-07-10 00:00:00,000002.SZ,Vanke,False,False,1
True,1,-0.03666671117146811,-0.04500007629394531,True,False,觀察 (跌勢收斂),8.350000381469727,2026-07-10 00:00:00,300015.SZ,Aier Eye Hospital,False,False,1
False,0,-0.36833254496256496,-1.2033329010009766,False,True,強烈賣出 (跌破),40.529998779296875,2026-07-10 00:00:00,000063.SZ,ZTE,False,False,0
True,0,-0.9333337148030598,-1.0983333587646484,True,False,觀察 (跌勢收斂),43.189998626708984,2026-07-10 00:00:00,002230.SZ,iFLYTEK,False,False,1
True,0,-0.4999998410542806,-0.5683331489562988,True,False,觀察 (跌勢收斂),12.170000076293945,2026-07-10 00:00:00,300122.SZ,Chongqing Zhifei Biological,False,False,1
False,0,-2.628330866495768,-2.298331578572591,False,True,強烈賣出 (跌破),63.43000030517578,2026-07-10 00:00:00,300124.SZ,Shenzhen Inovance,False,False,0
True,0,-1.0599975585937498,-3.0833333333333335,True,False,觀察 (跌勢收斂),141.57000732421875,2026-07-10 00:00:00,300760.SZ,Mindray,False,False,1
True,0,-0.11685244242350261,-0.35873826344807935,True,False,觀察 (跌勢收斂),22.84000015258789,2026-07-10 00:00:00,600009.SS,Shanghai International Airport,False,False,1
True,0,-2.141668955485026,-1.9600028991699219,True,False,賣出 (動能轉弱),68.70999908447266,2026-07-10 00:00:00,600309.SS,Wanhua Chemical,False,False,0
True,0,-5.816731770833334,-16.472330729166668,True,False,觀察 (跌勢收斂),1204.97998046875,2026-07-10 00:00:00,600519.SS,Kweichow Moutai,False,False,1
True,0,0.4116668701171875,0.17166709899902344,True,False,買入 (動能增強),24.8799991607666,2026-07-10 00:00:00,600887.SS,Yili,False,False,2
True,0,0.3083337148030599,0.42666689554850257,True,False,觀望 (動能減弱),33.720001220703125,2026-07-10 00:00:00,603288.SS,Foshan Haitian,False,False,0
False,0,1.232696533203125,-2.2962366739908857,False,True,強烈買入 (爆發),233.75999450683594,2026-07-10 00:00:00,688111.SS,Beijing Kingsoft Office,False,False,3
